Diio,Fundo,Tipo ganado,Estado reproductivo,Edad (meses),Último peso (kg),Último pesaje,Ganancia periodo (kg/dia),Proyección periodo (kg),Ganancia acumulada (kg/dia),Proyección acumulada (kg)
14534412,feedlot,Novillo,,98.6,411,"""2019-12-12T00:00:00.000Z""",0.65,1927,1.19,3173
14534368,feedlot,Novillo,,98.6,400,"""2019-12-12T00:00:00.000Z""",0.85,2362,1.12,2992
14534468,feedlot,Novillo,,98.6,438,"""2019-12-12T00:00:00.000Z""",1.02,2802,1.38,3627
14534392,feedlot,Novillo,,98.6,448,"""2019-12-12T00:00:00.000Z""",1.19,3213,1.72,4438
14534447,feedlot,Novillo,,98.6,408,"""2019-12-12T00:00:00.000Z""",0.79,2236,1.26,3324
14534398,feedlot,Novillo,,98.6,430,"""2019-12-12T00:00:00.000Z""",0.88,2481,1.31,3465
14534352,feedlot,Novillo,,98.6,419,"""2019-12-12T00:00:00.000Z""",0.27,1043,1.16,3113
14534341,feedlot,Novillo,,98.6,441,"""2019-12-12T00:00:00.000Z""",0.87,2448,1.4,3698
14534421,feedlot,Novillo,,98.6,431,"""2019-12-12T00:00:00.000Z""",0.98,2705,1.31,3466
14534445,feedlot,Novillo,,98.6,410,"""2019-12-12T00:00:00.000Z""",0.73,2105,1.3,3428
14534385,feedlot,Novillo,,98.6,439,"""2019-12-12T00:00:00.000Z""",1.21,3249,1.48,3866
14534424,feedlot,Novillo,,98.6,431,"""2019-12-12T00:00:00.000Z""",0.79,2259,1.32,3483
14534478,feedlot,Novillo,,98.6,403,"""2019-12-12T00:00:00.000Z""",0.65,1919,1.07,2893
14534462,feedlot,Novillo,,98.6,448,"""2019-12-12T00:00:00.000Z""",1.08,2945,1.54,4029
14534449,feedlot,Novillo,,98.6,457,"""2019-12-12T00:00:00.000Z""",1,2776,1.66,4311
14534442,feedlot,Novillo,,98.6,452,"""2019-12-12T00:00:00.000Z""",1.12,3039,1.44,3794
14534411,feedlot,Novillo,,98.6,409,"""2019-12-12T00:00:00.000Z""",0.65,1925,1.32,3478
14534366,feedlot,Novillo,,98.6,418,"""2019-12-12T00:00:00.000Z""",0.75,2157,1.31,3453
14534472,feedlot,Novillo,,98.6,414,"""2019-12-12T00:00:00.000Z""",0.02,459,1.21,3210
14534461,feedlot,Novillo,,98.6,400,"""2019-12-12T00:00:00.000Z""",0.79,2228,1.1,2958
14534409,feedlot,Novillo,,98.6,400,"""2019-12-12T00:00:00.000Z""",0.88,2451,1.27,3350
14534405,feedlot,Novillo,,98.6,405,"""2019-12-12T00:00:00.000Z""",0.46,1475,1.38,3611
14534360,feedlot,Novillo,,98.6,367,"""2019-12-12T00:00:00.000Z""",0.75,2106,1.01,2720
14534399,feedlot,Novillo,,98.6,384,"""2019-12-12T00:00:00.000Z""",0.35,1187,1.07,2874
14534382,feedlot,Novillo,,98.6,427,"""2019-12-12T00:00:00.000Z""",0.96,2657,1.41,3701
14534396,feedlot,Novillo,,98.6,411,"""2019-12-12T00:00:00.000Z""",0.63,1883,1.24,3293
14534370,feedlot,Novillo,,98.6,417,"""2019-12-12T00:00:00.000Z""",0.54,1666,1.21,3213
14534429,feedlot,Novillo,,98.6,426,"""2019-12-12T00:00:00.000Z""",0.85,2388,1.41,3700
14534481,feedlot,Novillo,,98.6,418,"""2019-12-12T00:00:00.000Z""",0.44,1444,1.23,3266
14534365,feedlot,Novillo,,98.6,437,"""2019-12-12T00:00:00.000Z""",0.69,2042,1.39,3660
14534436,feedlot,Novillo,,98.6,451,"""2019-12-12T00:00:00.000Z""",0.88,2502,1.43,3776
14534458,feedlot,Novillo,,98.6,385,"""2019-12-12T00:00:00.000Z""",0.81,2258,1.15,3045
14534464,feedlot,Novillo,,98.6,442,"""2019-12-12T00:00:00.000Z""",0.96,2672,1.43,3750
14534357,feedlot,Novillo,,98.6,416,"""2019-12-12T00:00:00.000Z""",0.6,1798,1.35,3536
14534347,feedlot,Novillo,,98.6,419,"""2019-12-12T00:00:00.000Z""",0.71,2069,1.39,3642
14534471,feedlot,Novillo,,98.6,423,"""2019-12-12T00:00:00.000Z""",0.27,1047,1.26,3339
14534439,feedlot,Novillo,,98.6,440,"""2019-12-12T00:00:00.000Z""",0.69,2045,1.5,3919
14534377,feedlot,Novillo,,98.6,404,"""2019-12-12T00:00:00.000Z""",0.29,1073,1.28,3371
14534459,feedlot,Novillo,,98.6,404,"""2019-10-21T00:00:00.000Z""",1.19,3227,1.87,4836
18086742,feedlot,Novillo,,98.6,447,"""2019-09-30T00:00:00.000Z""",2.47,6352,2.57,6598
21430620,San Pedro,Vaquilla,Preñada,91.3,291,"""2019-09-23T00:00:00.000Z""",0.83,2290,0.34,1109
21430606,San Pedro,Vaquilla,Preñada,91,313,"""2019-09-23T00:00:00.000Z""",1.25,3312,0.78,2179
20055823,San Pedro,Vaquilla,Vacía,91.3,289,"""2019-09-23T00:00:00.000Z""",1.42,3688,0.69,1952
18859792,San Pedro,Vaquilla,Preñada,91.3,307,"""2019-09-23T00:00:00.000Z""",1.63,4205,0.45,1377
18859791,San Pedro,Vaquilla,Preñada,92.8,329,"""2019-09-23T00:00:00.000Z""",1.38,3628,0.41,1309
18859788,San Pedro,Vaquilla,Preñada,92.4,302,"""2019-09-23T00:00:00.000Z""",1.33,3501,0.67,1911
18859789,San Pedro,Vaquilla,Preñada,91.3,310,"""2019-09-23T00:00:00.000Z""",1.29,3409,0.75,2101
18859787,San Pedro,Vaquilla,Preñada,92.1,309,"""2019-09-23T00:00:00.000Z""",0.74,2094,0.7,1986
18859771,San Pedro,Vaquilla,Preñada,91.3,295,"""2019-09-23T00:00:00.000Z""",1.38,3594,0.71,1988
16464324,San Pedro,Vaquilla,Preñada,91.5,292,"""2019-09-23T00:00:00.000Z""",0.96,2591,0.69,1954
26250928,San Pedro,Vaquilla,Vacía,90.8,284,"""2019-09-23T00:00:00.000Z""",0.96,2583,0.45,1362
23547643,San Pedro,Vaquilla,Preñada,92.9,288,"""2019-09-23T00:00:00.000Z""",0.83,2287,0.61,1750
23547659,San Pedro,Vaquilla,Preñada,92.3,301,"""2019-09-23T00:00:00.000Z""",1.25,3300,0.68,1926
23547648,San Pedro,Vaquilla,Preñada,91,308,"""2019-09-23T00:00:00.000Z""",1.38,3607,0.76,2133
25836201,San Pedro,Vaquilla,Preñada,91.6,296,"""2019-09-23T00:00:00.000Z""",1.46,3795,0.69,1947
25890409,San Pedro,Vaquilla,Preñada,92.2,318,"""2019-09-23T00:00:00.000Z""",1.67,4316,0.71,2024
24190480,San Pedro,Vaquilla,Preñada,93.3,352,"""2019-09-23T00:00:00.000Z""",1.88,4850,0.31,1085
25836396,San Pedro,Vaquilla,Preñada,91.4,277,"""2019-09-23T00:00:00.000Z""",0.79,2176,0.65,1843
25836380,San Pedro,Vaquilla,Preñada,92.1,318,"""2019-09-23T00:00:00.000Z""",1.46,3817,0.73,2068
25836371,San Pedro,Vaquilla,Preñada,91.3,276,"""2019-09-23T00:00:00.000Z""",1.29,3375,0.65,1841
25836369,San Pedro,Vaquilla,Preñada,92.1,295,"""2019-09-23T00:00:00.000Z""",1.58,4093,0.67,1894
25836356,San Pedro,Vaquilla,Preñada,91,283,"""2019-09-23T00:00:00.000Z""",1.29,3382,0.69,1945
25836349,San Pedro,Vaquilla,Vacía,92,292,"""2019-09-23T00:00:00.000Z""",1.42,3691,0.66,1873
25836343,San Pedro,Vaquilla,Preñada,91.1,324,"""2019-09-23T00:00:00.000Z""",1.42,3723,0.8,2242
25836334,San Pedro,Vaquilla,Preñada,91.1,279,"""2019-09-23T00:00:00.000Z""",1.38,3578,0.69,1924
25836331,San Pedro,Vaquilla,Preñada,91.7,299,"""2019-09-23T00:00:00.000Z""",1.46,3798,0.69,1966
25836314,San Pedro,Vaquilla,Preñada,90.9,273,"""2019-09-23T00:00:00.000Z""",1.17,3072,0.27,929
25836299,San Pedro,Vaquilla,Vacía,91.9,322,"""2019-09-23T00:00:00.000Z""",1.46,3821,0.75,2114
25836296,San Pedro,Vaquilla,Preñada,92.1,325,"""2019-09-23T00:00:00.000Z""",1.67,4323,0.74,2097
25836285,San Pedro,Vaquilla,Preñada,92.2,300,"""2019-09-23T00:00:00.000Z""",1.75,4498,0.68,1931
25836255,San Pedro,Vaquilla,Preñada,91.2,306,"""2019-09-23T00:00:00.000Z""",2.08,5304,0.75,2094
25836254,San Pedro,Vaquilla,Preñada,90.9,301,"""2019-09-23T00:00:00.000Z""",1.08,2900,0.32,1065
25836245,San Pedro,Vaquilla,Preñada,93.2,316,"""2019-09-23T00:00:00.000Z""",1,2715,0.46,1416
25836227,San Pedro,Vaquilla,Vacía,91.9,323,"""2019-09-23T00:00:00.000Z""",1.46,3822,0.75,2121
25836221,San Pedro,Vaquilla,Preñada,91.5,304,"""2019-09-23T00:00:00.000Z""",0.83,2303,0.72,2034
25836217,San Pedro,Vaquilla,Preñada,92.1,320,"""2019-09-23T00:00:00.000Z""",1.17,3119,0.73,2070
25836216,San Pedro,Vaquilla,Preñada,90.5,298,"""2019-09-23T00:00:00.000Z""",1.21,3197,0.4,1248
25839203,San Pedro,Vaquilla,Preñada,93.2,333,"""2019-09-23T00:00:00.000Z""",2.25,5731,0.46,1443
25836200,San Pedro,Vaquilla,Preñada,91.2,293,"""2019-09-23T00:00:00.000Z""",1.21,3192,0.71,1986
25836190,San Pedro,Vaquilla,Preñada,92.2,321,"""2019-09-23T00:00:00.000Z""",1.33,3520,0.73,2067
25836188,San Pedro,Vaquilla,Preñada,91.4,292,"""2019-09-23T00:00:00.000Z""",1.54,3990,0.69,1955
25836171,San Pedro,Vaquilla,Preñada,91.1,309,"""2019-09-23T00:00:00.000Z""",1.54,4007,0.76,2129
25836176,San Pedro,Vaquilla,Preñada,92,298,"""2019-09-23T00:00:00.000Z""",1.33,3497,0.68,1921
25836158,San Pedro,Vaquilla,Preñada,90.4,303,"""2019-09-23T00:00:00.000Z""",1.46,3802,0.37,1184
25836151,San Pedro,Vaquilla,Vacía,91.5,276,"""2019-09-23T00:00:00.000Z""",1.21,3175,0.25,881
25836147,San Pedro,Vaquilla,Preñada,91.8,285,"""2019-09-23T00:00:00.000Z""",1.29,3384,0.65,1854
22620310,San Pedro,Vaquilla,Preñada,91.3,273,"""2019-09-23T00:00:00.000Z""",1.08,2872,0.65,1828
22620329,San Pedro,Vaquilla,Preñada,90.8,264,"""2019-09-23T00:00:00.000Z""",1.13,2963,0.24,843
21430636,San Pedro,Vaquilla,Vacía,91.1,288,"""2019-09-23T00:00:00.000Z""",1.54,3986,0.7,1972
14476495,San Pedro,Vaquilla,Preñada,92.9,322,"""2019-09-23T00:00:00.000Z""",1,2721,0.68,1959
14476497,San Pedro,Vaquilla,Preñada,92.9,309,"""2019-09-23T00:00:00.000Z""",1.38,3608,0.65,1867
14476498,San Pedro,Vaquilla,Preñada,92.9,315,"""2019-09-23T00:00:00.000Z""",0.96,2614,0.67,1918
14476505,San Pedro,Vaquilla,Preñada,92.9,315,"""2019-09-23T00:00:00.000Z""",1.21,3214,0.67,1918
14476525,San Pedro,Vaquilla,Preñada,92.8,331,"""2019-09-23T00:00:00.000Z""",1.42,3730,0.71,2034
14476534,San Pedro,Vaquilla,Vacía,92.8,305,"""2019-09-23T00:00:00.000Z""",1.29,3404,0.36,1180
14476553,San Pedro,Vaquilla,Preñada,92.8,311,"""2019-09-23T00:00:00.000Z""",1.67,4309,0.67,1914
14476569,San Pedro,Vaquilla,Preñada,92.7,307,"""2019-09-23T00:00:00.000Z""",1.33,3506,0.32,1083
14476575,San Pedro,Vaquilla,Preñada,92.6,286,"""2019-09-23T00:00:00.000Z""",1.13,2985,0.63,1785
14476579,San Pedro,Vaquilla,Preñada,92.6,349,"""2019-09-23T00:00:00.000Z""",1.88,4847,0.77,2189
14476581,San Pedro,Vaquilla,Preñada,92.4,295,"""2019-09-23T00:00:00.000Z""",1.21,3194,0.65,1853
14476584,San Pedro,Vaquilla,Preñada,92.4,302,"""2019-09-23T00:00:00.000Z""",1,2701,0.67,1905
14476585,San Pedro,Vaquilla,Preñada,92.4,279,"""2019-09-23T00:00:00.000Z""",1.13,2978,0.6,1718
14476588,San Pedro,Vaquilla,Preñada,92.4,308,"""2019-09-23T00:00:00.000Z""",1.42,3707,0.69,1964
14476591,San Pedro,Vaquilla,Preñada,92.3,331,"""2019-09-23T00:00:00.000Z""",1.71,4429,0.74,2101
14476593,San Pedro,Vaquilla,Preñada,92.3,304,"""2019-09-23T00:00:00.000Z""",1.38,3603,0.68,1927
14476594,San Pedro,Vaquilla,Preñada,92.3,317,"""2019-09-23T00:00:00.000Z""",1.63,4215,0.71,2016
14476596,San Pedro,Vaquilla,Preñada,92.3,308,"""2019-09-23T00:00:00.000Z""",1.38,3607,0.69,1954
16464004,San Pedro,Vaquilla,Preñada,92.3,320,"""2019-09-23T00:00:00.000Z""",1.13,3019,0.72,2039
16464006,San Pedro,Vaquilla,Preñada,92.3,343,"""2019-09-23T00:00:00.000Z""",1.5,3942,0.78,2204
16464010,San Pedro,Vaquilla,Vacía,92.3,314,"""2019-09-23T00:00:00.000Z""",1.17,3113,0.71,2010
16464012,San Pedro,Vaquilla,Vacía,92.3,313,"""2019-09-23T00:00:00.000Z""",0.67,1912,0.69,1973
16464013,San Pedro,Vaquilla,Preñada,92.3,284,"""2019-09-23T00:00:00.000Z""",1.54,3982,0.62,1767
16464015,San Pedro,Vaquilla,Preñada,92.3,339,"""2019-09-23T00:00:00.000Z""",1.58,4137,0.75,2147
16464017,San Pedro,Vaquilla,Preñada,92.3,319,"""2019-09-23T00:00:00.000Z""",2.04,5217,0.72,2044
16464018,San Pedro,Vaquilla,Preñada,92.3,328,"""2019-09-23T00:00:00.000Z""",1.75,4526,0.74,2101
16464019,San Pedro,Vaquilla,Vacía,92.2,241,"""2019-09-23T00:00:00.000Z""",1.79,4539,0.53,1520
16464021,San Pedro,Vaquilla,Vacía,92.2,305,"""2019-09-23T00:00:00.000Z""",1.58,4103,0.68,1946
16464024,San Pedro,Vaquilla,Vacía,92.2,280,"""2019-09-23T00:00:00.000Z""",1.54,3978,0.63,1790
16464026,San Pedro,Vaquilla,Preñada,92.2,327,"""2019-09-23T00:00:00.000Z""",1.79,4625,0.74,2110
16464032,San Pedro,Vaquilla,Preñada,92.2,311,"""2019-09-23T00:00:00.000Z""",1,2710,0.69,1975
16464038,San Pedro,Vaquilla,Preñada,92.2,297,"""2019-09-23T00:00:00.000Z""",1.42,3696,0.67,1894
16464039,San Pedro,Vaquilla,Vacía,92.2,297,"""2019-09-23T00:00:00.000Z""",0.83,2296,0.66,1888
16464043,San Pedro,Vaquilla,Preñada,92.2,313,"""2019-09-23T00:00:00.000Z""",1.42,3712,0.71,2017
16464044,San Pedro,Vaquilla,Preñada,92.2,302,"""2019-09-23T00:00:00.000Z""",0.55,1619,0.68,1923
16464045,San Pedro,Vaquilla,Vacía,92.2,296,"""2019-09-23T00:00:00.000Z""",1.17,3095,0.66,1887
16464047,San Pedro,Vaquilla,Preñada,92.2,322,"""2019-09-23T00:00:00.000Z""",1.71,4420,0.72,2050
16464050,San Pedro,Vaquilla,Preñada,92.2,320,"""2019-09-23T00:00:00.000Z""",1.38,3619,0.72,2036
16464051,San Pedro,Vaquilla,Preñada,92.2,273,"""2019-09-23T00:00:00.000Z""",1.21,3172,0.62,1769
16464054,San Pedro,Vaquilla,Preñada,92.2,307,"""2019-09-23T00:00:00.000Z""",1.13,3006,0.68,1934
16464057,San Pedro,Vaquilla,Preñada,92.2,291,"""2019-09-23T00:00:00.000Z""",1.38,3590,0.65,1859
16464062,San Pedro,Vaquilla,Preñada,92.2,321,"""2019-09-23T00:00:00.000Z""",1.54,4019,0.73,2077
16464067,San Pedro,Vaquilla,Preñada,92.2,328,"""2019-09-23T00:00:00.000Z""",1.71,4426,0.74,2108
16464071,San Pedro,Vaquilla,Preñada,92.2,315,"""2019-09-23T00:00:00.000Z""",1.54,4013,0.71,2023
16464072,San Pedro,Vaquilla,Vacía,92.2,308,"""2019-09-23T00:00:00.000Z""",1.42,3707,0.69,1969
16464076,San Pedro,Vaquilla,Vacía,92.2,279,"""2019-09-23T00:00:00.000Z""",1.54,3977,0.62,1761
16464077,San Pedro,Vaquilla,Preñada,92.2,323,"""2019-09-23T00:00:00.000Z""",1.71,4421,0.73,2085
16464078,San Pedro,Vaquilla,Preñada,92.2,311,"""2019-09-23T00:00:00.000Z""",1.21,3210,0.7,1990
16464079,San Pedro,Vaquilla,Preñada,92.2,314,"""2019-09-23T00:00:00.000Z""",1.42,3713,0.71,2022
16464085,San Pedro,Vaquilla,Vacía,92.1,307,"""2019-09-23T00:00:00.000Z""",1.54,4005,0.69,1972
16464092,San Pedro,Vaquilla,Vacía,92.1,341,"""2019-09-23T00:00:00.000Z""",1.71,4439,0.77,2191
16464098,San Pedro,Vaquilla,Preñada,92.1,265,"""2019-09-23T00:00:00.000Z""",0.79,2164,0.58,1667
16464064,San Pedro,Vaquilla,Preñada,92.2,295,"""2019-09-23T00:00:00.000Z""",1.25,3294,0.67,1894
16464110,San Pedro,Vaquilla,Preñada,92.1,329,"""2019-09-23T00:00:00.000Z""",1.5,3928,0.75,2133
16464115,San Pedro,Vaquilla,Vacía,92.1,305,"""2019-09-23T00:00:00.000Z""",1.29,3404,0.69,1964
16464128,San Pedro,Vaquilla,Preñada,92.1,345,"""2019-09-23T00:00:00.000Z""",1.75,4543,0.81,2287
16464137,San Pedro,Vaquilla,Preñada,92.1,342,"""2019-09-23T00:00:00.000Z""",1.88,4840,0.79,2230
16464139,San Pedro,Vaquilla,Preñada,92.1,291,"""2019-09-23T00:00:00.000Z""",1.13,2990,0.66,1866
16464143,San Pedro,Vaquilla,Vacía,92.1,306,"""2019-09-23T00:00:00.000Z""",1.04,2805,0.69,1959
16464153,San Pedro,Vaquilla,Preñada,92,312,"""2019-09-23T00:00:00.000Z""",1.25,3311,0.7,2002
16464158,San Pedro,Vaquilla,Preñada,92,289,"""2019-09-23T00:00:00.000Z""",1.13,2988,0.65,1852
16464159,San Pedro,Vaquilla,Preñada,92,307,"""2019-09-23T00:00:00.000Z""",1.42,3706,0.69,1972
16464161,San Pedro,Vaquilla,Preñada,92,317,"""2019-09-23T00:00:00.000Z""",1.38,3616,0.72,2043
16464138,San Pedro,Vaquilla,Preñada,92.1,299,"""2019-09-23T00:00:00.000Z""",1.38,3598,0.68,1920
16464170,San Pedro,Vaquilla,Preñada,92,283,"""2019-09-23T00:00:00.000Z""",1.42,3682,0.64,1814
16464174,San Pedro,Vaquilla,Preñada,92,289,"""2019-09-23T00:00:00.000Z""",1.13,2988,0.66,1880
16464176,San Pedro,Vaquilla,Preñada,92,276,"""2019-09-23T00:00:00.000Z""",1.38,3575,0.63,1783
16464177,San Pedro,Vaquilla,Vacía,92,327,"""2019-09-23T00:00:00.000Z""",1.33,3526,0.75,2135
16464178,San Pedro,Vaquilla,Preñada,92,305,"""2019-09-23T00:00:00.000Z""",1.46,3804,0.7,1987
16464184,San Pedro,Vaquilla,Vacía,92,311,"""2019-09-23T00:00:00.000Z""",1.75,4509,0.71,2009
16464185,San Pedro,Vaquilla,Preñada,92,323,"""2019-09-23T00:00:00.000Z""",1.25,3322,0.74,2094
16464189,San Pedro,Vaquilla,Preñada,92,297,"""2019-09-23T00:00:00.000Z""",1.29,3396,0.67,1910
16464196,San Pedro,Vaquilla,Preñada,92,295,"""2019-09-23T00:00:00.000Z""",0.67,1894,0.67,1896
16464192,San Pedro,Vaquilla,Preñada,92,293,"""2019-09-23T00:00:00.000Z""",1.25,3292,0.67,1902
16464200,San Pedro,Vaquilla,Preñada,91.9,321,"""2019-09-23T00:00:00.000Z""",1.63,4219,0.75,2113
16464203,San Pedro,Vaquilla,Preñada,91.9,306,"""2019-09-23T00:00:00.000Z""",1.63,4204,0.7,1982
16464214,San Pedro,Vaquilla,Preñada,91.9,300,"""2019-09-23T00:00:00.000Z""",1.29,3399,0.68,1928
16464217,San Pedro,Vaquilla,Preñada,91.9,329,"""2019-09-23T00:00:00.000Z""",1.58,4127,0.75,2139
16464218,San Pedro,Vaquilla,Preñada,91.9,323,"""2019-09-23T00:00:00.000Z""",0.96,2622,0.74,2096
16464226,San Pedro,Vaquilla,Preñada,91.9,314,"""2019-09-23T00:00:00.000Z""",1.71,4412,0.72,2049
16464236,San Pedro,Vaquilla,Vacía,91.8,312,"""2019-09-23T00:00:00.000Z""",1.79,4610,0.72,2033
16464237,San Pedro,Vaquilla,Preñada,91.8,300,"""2019-09-23T00:00:00.000Z""",1.54,3998,0.69,1960
16464239,San Pedro,Vaquilla,Preñada,91.8,290,"""2019-09-23T00:00:00.000Z""",0.83,2289,0.67,1893
16464240,San Pedro,Vaquilla,Vacía,91.8,304,"""2019-09-23T00:00:00.000Z""",1.5,3903,0.71,2005
16464241,San Pedro,Vaquilla,Preñada,91.8,297,"""2019-09-23T00:00:00.000Z""",1.42,3696,0.69,1943
16464255,San Pedro,Vaquilla,Preñada,91.7,316,"""2019-09-23T00:00:00.000Z""",1.21,3215,0.75,2104
16464259,San Pedro,Vaquilla,Preñada,91.7,299,"""2019-09-23T00:00:00.000Z""",1.21,3198,0.7,1976
16464262,San Pedro,Vaquilla,Vacía,91.7,299,"""2019-09-23T00:00:00.000Z""",1.21,3198,0.7,1981
16464263,San Pedro,Vaquilla,Preñada,91.7,312,"""2019-09-23T00:00:00.000Z""",1.33,3511,0.73,2068
16464265,San Pedro,Vaquilla,Preñada,91.7,316,"""2019-09-23T00:00:00.000Z""",1.46,3815,0.75,2109
16464245,San Pedro,Vaquilla,Preñada,91.8,325,"""2019-09-23T00:00:00.000Z""",1.33,3524,0.76,2160
16464250,San Pedro,Vaquilla,Vacía,91.7,295,"""2019-09-23T00:00:00.000Z""",0.75,2094,0.68,1937
16464269,San Pedro,Vaquilla,Preñada,91.6,314,"""2019-09-23T00:00:00.000Z""",1.13,3013,0.73,2071
16464271,San Pedro,Vaquilla,Preñada,91.6,314,"""2019-09-23T00:00:00.000Z""",1.75,4512,0.74,2084
16464272,San Pedro,Vaquilla,Preñada,91.6,326,"""2019-09-23T00:00:00.000Z""",1.79,4624,0.77,2177
16464273,San Pedro,Vaquilla,Vacía,91.6,263,"""2019-09-23T00:00:00.000Z""",1.04,2762,0.61,1727
16464276,San Pedro,Vaquilla,Vacía,91.6,281,"""2019-09-23T00:00:00.000Z""",1.71,4379,0.66,1857
16464282,San Pedro,Vaquilla,Preñada,91.6,320,"""2019-09-23T00:00:00.000Z""",1.21,3219,0.76,2140
16464284,San Pedro,Vaquilla,Vacía,91.6,338,"""2019-09-23T00:00:00.000Z""",1.46,3837,0.81,2282
16464286,San Pedro,Vaquilla,Preñada,91.6,312,"""2019-09-23T00:00:00.000Z""",1.29,3411,0.73,2069
16464287,San Pedro,Vaquilla,Preñada,91.6,305,"""2019-09-23T00:00:00.000Z""",1.13,3004,0.72,2025
16464290,San Pedro,Vaquilla,Vacía,91.6,294,"""2019-09-23T00:00:00.000Z""",1.21,3193,0.7,1964
16464293,San Pedro,Vaquilla,Preñada,91.6,315,"""2019-09-23T00:00:00.000Z""",1.25,3314,0.75,2103
16464295,San Pedro,Vaquilla,Vacía,91.6,285,"""2019-09-23T00:00:00.000Z""",1.04,2784,0.67,1899
16464297,San Pedro,Vaquilla,Vacía,91.6,307,"""2019-09-23T00:00:00.000Z""",1.5,3906,0.72,2039
